price,number_of_rooms,size_of_the_apartment,floor_number,address,description
245.812,2,40.63,2,Poznań Winogrady ul. Hawelańska, drugie piÄ™tro 
569.0,4,113.0,1,Poznań Naramowice ul. Błażeja,
368.43300000000005,3,62.98,2,Poznań ul. Karpia 25, drugie piÄ™tro 
289.0,2,44.0,2,Poznań Grunwald ul. Sieradzka, drugie piÄ™tro 
273.715,2,47.52,1,Poznań Nowe Miasto ul. Smolna 13 D,
531.507,3,77.03,7,Poznań Jeżyce ul. Botaniczna,
304.964,3,52.58,1,Poznań Wilda ul. Rolna 37 I 39,
513.5,4,90.0,1,Poznań Grunwald/Łazarz ul. Matejki Jana Matejki,
195.0,2,49.0,11,Poznań Rataje ul. Os. Piastowskie,
175.0,1,31.0,10,Poznań Kopernika Os Grunwald ul. Galileusza,
259.0,2,49.0,1,Poznań Rataje ul. Os. Czecha,
270.0,2,34.0,2,Poznań Podolany ul. Strzeszyńska, drugie piÄ™tro 
385.0,4,102.0,3,Poznań Wilda ul. Wierzbięcice, trzecie
570.0,2,60.0,3,Poznań Grunwald ul. Wojskowa, trzecie
250.0,2,50.0,3,Poznań Grunwald ul. Chociszewskiego / Kasprzaka, trzecie
255.0,2,42.0,10,Poznań Nowe Miasto Rataje ul. Os. Czecha,
187.56099999999998,1,31.47,3,Poznań Nowe Miasto ul. Smolna 13 D, trzecie
254.5,3,53.5,3,Poznań Rataje Malta Nowe Miasto ul. Os. Czecha, trzecie
239.0,2,53.0,4,Poznań Winogrady ul. Oś.Kosmonautów Kredyt Mdm !,
380.0,2,53.0,1,Poznań Naramowice ul. Rubież,
264.0,2,48.0,2,Poznań Naramowice ul. Boranta, drugie piÄ™tro 
175.0,1,30.0,4,Poznań Centrum ul. Rybaki,
129.0,1,21.66,3,Poznań Jeżyce ul. Żurawia, trzecie
339.0,3,63.7,1,Poznań Rataje ul. Robakowo,
358.787,4,63.39,1,Poznań Nowe Miasto ul. Smolna 13 D,
180.0,1,36.1,2,Poznań Grunwald ul. Knapowskiego, drugie piÄ™tro 
235.0,2,40.0,1,Poznań Grunwald ul. Dolina,
355.0,3,90.0,1,Poznań Górczyn ul. Górecka Piętro Willi Miejskiej Z Ogrodem,
337.0,3,60.0,4,Poznań Stare Miasto Winogrady Wilczak ul. Hawelańska Serbska Wilczak,
285.0,3,66.0,1,Poznań Grunwald ul. Ul.Chociszewskiego,
263.219,2,51.46,3,Poznań Winogrady, trzecie
352.923,3,57.33,5,Poznań Winogrady ul. Hawelańska,
204.0,2,38.52,1,Poznań ul. Jaworowa,
700.0,3,85.5,2,Poznań ul. Ułańska, drugie piÄ™tro 
440.0,2,56.0,2,Poznań Nowe Miasto ul. Milczańska, drugie piÄ™tro 
269.0,1,34.0,5,Poznań Stare Miasto Stare Miasto,
850.0,4,97.0,3,Poznań Centrum Stare Miasto ul. Kazimierza Wielkiego Galileo Garaż Komfor, trzecie
253.0,2,49.5,4,Poznań Piątkowo,
220.325,2,37.28,2,Poznań Nowe Miasto ul. Smolna 13 D, drugie piÄ™tro 
318.828,3,54.0,1,Poznań Grunwald Górczyn,
349.0,3,61.0,5,Poznań Jeżyce,
253.2,2,42.2,4,Poznań Jeżyce Rynek Jeżycki ul. Juliusza Słowackiego,
379.0,4,92.0,2,Poznań Piątkowo ul. Stróżyńskiego, drugie piÄ™tro 
400.0,2,45.0,3,Poznań Stare Miasto ul. Garbary, trzecie
399.0,5,93.38,1,Poznań Grunwald Górczyn Kotowo Willa Nad Strum ul. Tyniecka,
726.73,4,132.2,5,Poznań Grunwald ul. Kamiennogórska,
359.0,3,83.6,1,Poznań Nowe Miasto ul. Os. Warszawskie,
250.0,3,56.0,10,Poznań Grunwald Górczyn ul. Galileusza,
264.496,2,43.36,2,Poznań Piątkowo ul. Kurpińskiego, drugie piÄ™tro 
185.745,1,30.45,1,Poznań Winogrady ul. Lechicka Okolice,
188.5,1,28.64,2,Poznań Grunwald ul. Matejki, drugie piÄ™tro 
290.0,3,54.0,3,Poznań Stare Miasto Piątkowo ul. Os. Powstańców Warszawy, trzecie
269.0,2,49.0,1,Poznań Nowe Miasto ul. Os. Piastowskie,
339.0,2,98.0,1,Poznań Grunwald Jeżyce Ławica Wola Marcelin ul. Mieszkanie Dwupoziomowe Po Remoncie,
274.9,2,49.3,11,Poznań Piątkowo ul. Os. Jana Iii Sobieskiego,
430.0,2,58.0,4,Poznań Stare Miasto,
249.0,2,49.0,3,Poznań Rataje ul. Os. Orła Białego, trzecie
265.0,1,33.0,1,Poznań Łazarz ul. Artura Grottgera 15/13,
334.92800000000005,3,55.36,1,Poznań Winogrady ul. Hawelańska,
535.0,3,68.0,1,Poznań Grunwald ul. Ataner Brzask Grochowska Grunwald,
310.693,3,55.88,1,Poznań Nowe Miasto ul. Smolna 13 D,
265.0,2,56.62,4,Poznań Jeżyce ul. Dąbrowskiego,
229.475,1,34.25,2,Poznań Jeżyce ul. Poznańska 1-3, drugie piÄ™tro 
365.0,2,58.3,1,Poznań Podolany ul. Omańkowskiej,
334.11300000000006,1,44.43,4,Poznań ul. Droga Dębińska 19,
264.06,2,48.0,1,Poznań Rataje ul. Bnińska,
228.445,2,37.45,1,Poznań ul. Karpia 25,
296.625,2,47.46,4,Poznań Winogrady ul. Hawelańska,
351.0,3,63.0,2,Poznań Grunwald ul. Jana Matejki, drugie piÄ™tro 
247.5,1,41.0,2,Poznań Winogrady ul. Winogrady, drugie piÄ™tro 
210.0,2,38.0,1,Poznań Piątkowo/Winogrady ul. Wichrowe Wzgórze,
529.0,3,108.0,3,Poznań Jeżyce Centrum Sołacz ul. Jana Długosza, trzecie
292.518,3,48.35,1,Poznań Winogrady ul. Hawelańska,
235.0,2,42.0,4,Poznań Grunwald ul. Izaaka Newtona,
465.0,3,84.0,4,Poznań Grunwald ul. Promienista,
488.0,3,122.0,4,Poznań Centrum ul. Mielżyńskiego,
289.0,3,60.0,3,Poznań Piątkowo ul. Os. Władysława Łokietka, trzecie
282.0,2,44.0,3,Poznań Górczyn ul. Grunwaldzka Ściegiennego Daleka Wysoki, trzecie
248.09099999999998,2,40.34,4,Poznań Winogrady ul. Hawelańska,
350.0,4,75.76,10,Poznań Rataje ul. Stare Żegrze,
262.35200000000003,2,44.77,2,Poznań Nowe Miasto ul. Smolna 13 D, drugie piÄ™tro 
425.0,2,62.91,1,Poznań Podolany ul. Omańkowskiej,
199.9,3,62.9,4,Poznań Stare Miasto,
370.0,4,124.0,3,Poznań Jezyce ul. Smochowice, trzecie
252.88,2,46.4,2,Poznań Rataje ul. Bnińska, drugie piÄ™tro 
364.57300000000004,3,60.28,3,Poznań Winogrady ul. Hawelańska, trzecie
590.0,3,72.6,4,Poznań Sołacz Winiary Bonin Jeżyce Golęcin,
288.855,2,45.85,4,Poznań Piątkowo ul. Kurpińskiego,
379.0,2,47.0,2,Poznań Centrum Stare Miasto ul. Szyperska Centrum, drugie piÄ™tro 
149.0,1,18.0,2,Poznań Jeżyce, drugie piÄ™tro 
189.0,1,25.0,5,Poznań Poznań-Stare Miasto ul. Długa,
243.0,2,43.36,3,Poznań Stare Miasto ul. Piaskowa, trzecie
305.089,2,51.71,1,Poznań Winogrady ul. Hawelańska,
245.0,2,38.0,2,Poznań Rataje Centrum Śródka ul. Piastowskie Oś., drugie piÄ™tro 
303.752,2,50.71,2,Poznań Jeżyce Grunwald Stare Miasto Centrum ul. Jackowskiego 27, drugie piÄ™tro 
282.0,2,49.0,1,Poznań Smochowice ul. Sianowska,
269.0,2,50.0,2,Poznań Wilda Dębiec, drugie piÄ™tro 
320.0,2,47.0,1,Poznań Naramowice ul. Błażeja,
520.0,3,106.0,2,Poznań Jeżyce ul. Dąbrowskiego, drugie piÄ™tro 
319.0,3,64.9,1,Poznań Winogrady ul. Os. Wichrowe Wzgórze,
349.0,3,57.0,1,Poznań Piątkowo,
259.0,2,49.0,1,Poznań Rataje Nowe Miasto ul. Os. Piastowskie,
235.0,2,38.0,3,Poznań Grunwald ul. Bułgarska, trzecie
319.0,3,65.0,3,Poznań Piątkowo ul. Os. Stefana Batorego, trzecie
223.553,2,36.35,4,Poznań Winogrady ul. Hawelańska,
650.0,5,113.0,2,Poznań Sołacz ul. Aleja Wielkopolska, drugie piÄ™tro 
455.16900000000004,3,69.8,5,Poznań Grunwald ul. Kamiennogórska,
224.238,2,39.34,2,Poznań Wilda ul. Rolna 37 I 39, drugie piÄ™tro 
415.04400000000004,3,65.88,3,Poznań Winogrady ul. Hawelańska, trzecie
220.0,2,38.0,3,Poznań Grunwald ul. Bułgarska, trzecie
240.0,2,49.0,14,Poznań Nowe Miasto Rataje ul. Os. Tysiąclecia,
324.441,2,54.8,3,Poznań Grunwald ul. Kamiennogórska, trzecie
224.2,2,38.0,1,Poznań-Grunwald Grunwald,
255.0,1,37.0,3,Poznań Centrum ul. Chwaliszewo Czartoria Nowe Budownictwo, trzecie
216.0,2,47.0,15,Poznań Stare Miasto Winogrady ul. Os. Zwycięstwa,
380.0,4,102.5,3,Poznań Centrum, trzecie
284.0,2,49.9,2,Poznań Naramowice ul. Błażeja, drugie piÄ™tro 
334.63599999999997,4,72.93,1,Poznań Plewiska Luboń Dąbrówka Komorniki Grunwald ul. Szkolna 107,
339.381,3,53.87,6,Poznań Winogrady ul. Hawelańska,
309.0,3,60.4,4,Poznań Nowe Miasto Rataje Żegrze ul. Osiedle Stare Żegrze,
320.698,3,54.13,2,Poznań Piątkowo ul. Kurpińskiego, drugie piÄ™tro 
174.0,1,36.46,7,Poznań Grunwald Łazarz Górczyn,
143.0,1,18.0,9,Poznań Sołacz ul. Turkusowa,
289.0,4,74.2,4,Poznań Łazarz ul. Poddasze (75 m2) + Duża Antresola 3 / 4,
205.27700000000002,2,33.93,1,Poznań Winogrady ul. Hawelańska,
320.0,2,49.3,4,Poznań Wilczak ul. Serbska,
155.0,1,30.0,2,Poznań Centrum Garbary ul. Za Bramką Plac Bernardyński, drugie piÄ™tro 
359.115,3,57.33,7,Poznań Winogrady ul. Hawelańska,
223.0,3,49.0,3,Poznań Grunwald Górczyn Łazarz ul. Bułgarska, trzecie
207.0,2,38.0,2,Poznań Grunwald Górczyn Centrum Ogrody Łazarz ul. Bułgarska - Polecam!!!, drugie piÄ™tro 
379.0,2,54.8,1,Poznań Centrum ul. Wodna,
287.885,2,47.6,3,Poznań Winogrady ul. Hawelańska, trzecie
300.983,2,54.4,3,Poznań Winogrady ul. Wilczak 20, trzecie
369.0,3,84.2,2,Poznań Stare Miasto Centrum ul. Św. Marcin, drugie piÄ™tro 
500.233,3,71.36,1,Poznań ul. Droga Dębińska 19,
265.0,2,68.1,3,Poznań Wilda Górna Wilda, trzecie
690.0,5,138.0,1,Poznań Stare Miasto Centrum ul. Św. Rocha Serafitek,
350.0,2,74.0,1,Poznań Grunwald Łazarz ul. Józefa Łukaszewicza,
338.921,4,56.02,3,Poznań Winogrady ul. Hawelańska, trzecie
225.0,3,47.0,1,Poznań Grunwald ul. Knapowskiego,
315.0,3,66.0,2,Poznań Poznań-Nowe Miasto ul. Os. Rusa, drugie piÄ™tro 
250.0,2,49.7,3,Poznań Grunwald ul. Chociszewskiego, trzecie
335.64599999999996,3,59.83,1,Poznań Nowe Miasto ul. Smolna 13 D,
248.775,2,46.5,1,Poznań Rataje ul. Bnińska,
289.0,3,64.0,1,Poznań Śródka ul. Łaskarza,
350.0,3,99.53,4,Poznań Jeżyce ul. Dąbrowskiego,
217.40400000000002,2,35.64,2,Poznań Winogrady ul. Hawelańska Lechicka, drugie piÄ™tro 
334.755,4,72.93,1,Poznań Plewiska Luboń Dąbrówka Komorniki Grunwald ul. Szkolna 107,
385.0,2,56.0,6,Poznań Centrum ul. Poznańska,
206.063,2,34.06,5,Poznań Winogrady ul. Hawelańska,
260.0,3,60.0,4,Poznań ul. Grunwaldzka,
479.0,4,100.0,3,Poznań Strzeszyn ul. Fieldorfa, trzecie
180.0,1,31.0,7,Poznań Rataje Centrum Zawady Nowe Miasto ul. Czecha,
260.0,3,48.0,1,Poznań Rataje ul. Os.Armii Krajowej,
495.0,2,65.0,1,Poznań Garbary,
298.0,3,64.0,1,Poznań Grunwald ul. Raszkowska,
320.0,3,62.0,3,Poznań Piątkowo Os.Jana Iii Sobieskiego ul. Os.Jana Iii Sobieskiego, trzecie
299.0,3,59.0,4,Poznań Rataje ul. Osiedle Lecha,
299.0,4,75.0,1,Poznań Luboń Wiry ul. Mdm Z Ogrodem,
160.0,1,29.0,1,Poznań Grunwald ul. Łukaszewicza,
207.0,1,24.0,1,Poznań Jeżyce ul. Zwierzyniecka Gajowa,
274.0,2,49.3,11,Poznań ul. Os. Jana Iii Sobieskiego,
445.725,3,59.43,9,Poznań Piątkowo ul. Kurpińskiego,
1591.0,2,100.0,1,Poznań Grunwald ul. Wyspiańskiego,
240.0,3,44.3,2,Poznań Stare Miasto Winogrady Naramowice ul. Wilczak, drugie piÄ™tro 
230.0,2,48.4,7,Poznań Rataje,
359.0,2,49.3,5,Poznań Nowe Miasto ul. Kaliska,
215.0,2,38.0,4,Poznań Winogrady Stare Miasto ul. Os. Przyjaźni - Niski Blok,
399.0,3,92.0,2,Poznań ul. Śniadeckich, drugie piÄ™tro 
450.0,2,60.4,1,Poznań Naramowice Winogrady ul. Naramowicka/Serbska,
545.0,4,129.7,1,Poznań Strzeszyn Grecki ul. Owidiusza,
346.68,2,60.0,2,Poznań Grunwald ul. Kamiennogórska, drugie piÄ™tro 
466.52099999999996,2,39.0,3,Poznań Grunwald ul. Heweliusza 3, trzecie
392.176,3,64.27,4,Poznań Winogrady ul. Hawelańska,
300.0,2,48.0,2,Poznań Grunwald, drugie piÄ™tro 
285.0,3,62.0,10,Poznań Rataje ul. Osiedle Rusa,
435.0,5,100.0,11,Poznań Stare Miasto Piątkowo Morasko ul. Osiedle Jana Iii Sobieskiego,
354.413,3,60.07,3,Poznań Wilda ul. Rolna 37 I 39, trzecie
202.13099999999997,2,33.41,1,Poznań Winogrady ul. Hawelańska,
499.0,3,88.2,3,Poznań Wilda ul. Żupańskiego, trzecie
329.0,3,59.1,3,Poznań Piątkowo ul. Bolesława Śmiałego, trzecie
243.0,2,42.0,5,Poznań Grunwald ul. Newtona,
349.0,4,74.0,2,Poznań Umultowo ul. Drewsa, drugie piÄ™tro 
349.0,4,65.0,1,Poznań Winogrady ul. Os. Kosmonautów,
330.0,2,53.0,1,Poznań Nowe Miasto Wilda ul. Saperska,
280.8,3,62.4,3,Poznań Swarzędz Zalasewo ul. Zalasewo Program Mieszkanie Dla Młodych, trzecie
239.0,2,49.0,1,Poznań Grunwald ul. Brzask Świt Grochowska,
192.0,2,38.0,2,Poznań ul. Ognik, drugie piÄ™tro 
263.866,2,45.81,1,Poznań Nowe Miasto ul. Smolna 13 D,
323.0,2,46.0,2,Poznań Grunwald ul. Międzychodzka, drugie piÄ™tro 
245.0,2,58.0,3,Poznań Centrum ul. Bukowska, trzecie
183.06099999999998,1,30.01,1,Poznań ul. Karpia 25,
222.0,2,43.0,4,Poznań Grunwald ul. Grochowska,
320.0,3,53.0,1,Poznań Winogrady,
298.0,3,64.0,1,Poznań Grunwald Ogrody Jeżyce ul. Raszkowska Ul.,
459.0,4,88.71,2,Poznań Wilda ul. Jana Żupańskiego, drugie piÄ™tro 
241.237,2,50.28,1,Poznań ul. Grudzińskiego 7 Swarzędz,
250.0,2,60.5,3,Poznań Wilda ul. Rolna, trzecie
220.0,2,47.0,7,Poznań Dębiec,
240.0,2,55.0,1,Poznań Tarnowo Podgórne ul. Swadzim,
202.0,1,32.0,1,Poznań Rataje Zawady Centrum ul. Folwarczna Ul.,
369.0,3,63.8,1,Poznań Nowe Miasto Rataje,
446.0,3,89.0,2,Poznań Antoninek ul. Sędziwoja, drugie piÄ™tro 
192.40099999999998,2,40.35,1,Poznań Grunwald,
354.656,3,62.66,3,Poznań Nowe Miasto ul. Smolna 13 D, trzecie
229.149,1,36.0,5,Poznań Stare Miasto Centrum Garbary ul. Garbary Szyperska Piaskowa,
239.0,2,48.8,3,Poznań Rataje ul. Orła Białego, trzecie
245.0,3,51.0,8,Poznań Grunwald ul. Dmowskiego,
136.0,1,21.0,4,Poznań Jeżyce Ogrody ul. Plac Waryńskiego Szpitalna,
255.0,3,47.8,1,Poznań Grunwald ul. Hetmańska 9,
296.0,3,75.0,4,Poznań Łazarz ul. Ułańska,
408.0,4,95.0,1,Poznań Wilda ul. Kosińskiego 25/4,
419.0,3,64.77,2,Poznań Naramowice ul. Karpia, drugie piÄ™tro 
340.0,3,54.5,4,Poznań Winogrady ul. Karpia,
330.19300000000004,3,54.13,3,Poznań Piątkowo ul. Kurpińskiego, trzecie
279.0,3,49.0,4,Poznań Sródka Centrum Rataje ul. Bohaterów Ii Wojny Światowej,
320.0,2,47.0,1,Poznań Stare Miasto Naramowice ul. Błażeja,
165.0,1,29.0,1,Poznań Łazarz ul. Łukaszewicza,
450.0,3,102.3,2,Poznań Łazarz, drugie piÄ™tro 
199.0,1,36.7,1,Poznań Strzeszyn,
279.0,3,62.3,2,Poznań Biedrusko ul. 7. Pułku Strzelców Konnych, drugie piÄ™tro 
210.0,2,44.0,3,Poznań Winogrady ul. Żniwna - Modernistyczny Budynek !!!, trzecie
299.0,3,59.1,1,Poznań Piątkowo ul. Os. Władysława Łokietka 7,
176.0,1,28.0,1,Poznań,
370.0,3,66.0,1,Poznań Poznań-Grunwald ul. Galileusza,
329.0,2,50.0,1,Poznań Grunwald ul. Grodziska,
275.0,2,51.0,2,Poznań Grunwald Jeżyce Ogrody Łazarz ul. Grochowska, drugie piÄ™tro 
246.635,2,46.1,1,Poznań Rataje ul. Bnińska,
279.0,2,50.0,1,Poznań Dębiec ul. Kasztanowa,
235.0,2,42.0,5,Poznań Grunwald ul. Ul. Izaaka Newtona,
225.0,2,47.0,1,Poznań Grunwald ul. Knapowskiego,
359.0,3,58.0,2,Poznań Grunwald ul. Grunwaldzka Rejon Jawornickiej, drugie piÄ™tro 
419.0,4,103.2,1,Poznań Łazarz ul. Łukaszewicza,
175.0,1,29.2,1,Poznań Centrum ul. Umińskiego,
499.0,4,102.0,2,Poznań Jeżyce ul. Literacka, drugie piÄ™tro 
535.0,3,87.5,2,Poznań Wilda ul. Dolina, drugie piÄ™tro 
279.0,1,41.33,1,Poznań Stare Miasto Winogrady,
229.11599999999999,2,37.56,4,Poznań Wilda ul. Rolna 37 I 39,
310.0,3,64.9,4,Poznań Grunwald ul. Pogodna (2pok Z Balkonem),
178.0,1,31.37,2,Poznań Grunwald ul. Przybyszewskiego, drugie piÄ™tro 
340.0,2,48.7,1,Poznań Łazarz,
360.0,4,74.2,1,Poznań Stare Miasto Piątkowo,
377.515,2,63.72,1,Poznań Piątkowo ul. Kurpińskiego,
98.0,2,53.0,2,Poznań Koziegłowy ul. Os. Leśne, drugie piÄ™tro 
165.0,1,27.0,5,Poznań Rataje Nowe Miasto Malta Starołęka Śr ul. Powstań Narodowych,
316.994,3,54.56,4,Poznań Nowe Miasto ul. Smolna 13 D,
310.0,3,62.85,3,Poznań Grunwald ul. Kuźnicza, trzecie
220.0,2,38.0,3,Poznań Grunwald Górczyn Bulgarska ul. Bukowska, trzecie
295.0,2,51.0,1,Poznań Górna Wilda,
340.0,3,79.9,16,Poznań Piątkowo ul. Os. Bolesława Śmiałego,
414.736,4,73.8,4,Poznań Winogrady Piątkowo Naramowice Stare Miast ul. Wilczak Program Mdm,
460.0,3,78.0,2,Poznań Stare Miasto ul. Rybaki, drugie piÄ™tro 
417.36199999999997,3,68.42,3,Poznań Winogrady ul. Lechicka Okolice, trzecie
428.405,3,74.5,1,Poznań Grunwald ul. Gotowe Do Odbioru Jeleniogórska Mdm,
399.0,3,90.0,4,Poznań Wilda ul. Umińskiego Niskie Koszty Utrzymania,
277.119,3,47.29,2,Poznań Nowe Miasto ul. Smolna 13 D, drugie piÄ™tro 
385.0,4,110.0,1,Poznań Poznań-Grunwald ul. Olszynka,
269.0,2,45.0,4,Poznań Piątkowo ul. Osiedle Stefana Batorego,
466.25,4,74.6,6,Poznań Winogrady ul. Hawelańska,
303.587,1,31.33,2,Poznań Stare Miasto ul. Dominikańska, drugie piÄ™tro 
359.0,3,68.0,1,Poznań Grunwald ul. Okolice Ulicy Górki,
389.0,3,66.0,1,Poznań Jeżyce ul. Polna,
251.41,2,40.55,4,Poznań Winogrady ul. Hawelańska,
335.0,2,55.0,1,Poznań Jeżyce Smochowice ul. Smochowice,
273.0,3,58.0,10,Poznań Rataje Śródka Zawady Centrum Łazarz Wilda ul. Oświecenia - Możliwość Skorzystania Z Kre,
265.0,2,49.3,3,Poznań Piątkowo ul. Os. Jana Iii Sobieskiego, trzecie
275.0,2,40.0,2,Poznań Grunwald ul. Wojskowa, drugie piÄ™tro 
319.0,4,75.0,3,Poznań Rataje ul. Os. Stare Żegrze, trzecie
390.0,2,45.0,2,Poznań Poznań-Nowe Miasto ul. Katowicka, drugie piÄ™tro 
489.74,4,104.2,2,Poznań Grunwald ul. Limanowskiego, drugie piÄ™tro 
325.0,3,79.0,7,Poznań Nowe Miasto Rataje,
899.0,3,105.7,3,Poznań Stare Miasto Centrum ul. Garbary, trzecie
304.857,2,48.39,6,Poznań Winogrady ul. Hawelańska,
360.0,4,51.3,2,Poznań Piątkowo ul. Stróżyńskiego, drugie piÄ™tro 
399.0,3,62.0,4,Poznań Piątkowo ul. Os.Batorego Winda 2006 Rok,
330.0,4,71.0,4,Poznań Grunwald/Łazarz ul. Kossaka Siemiradzkiego Grottgera Mdm,
245.0,2,45.0,1,Poznań,
340.0,3,66.7,11,Poznań Grunwald ul. Newtona,
179.0,3,55.0,1,Poznań Środa Wlkp. Brodowo Osiedle Słoneczne ul. Promykowa,
320.628,1,44.47,1,Poznań ul. Droga Dębińska 19,
249.99900000000002,2,43.0,2,Poznań Jeżyce, drugie piÄ™tro 
155.0,2,36.0,1,Poznań Śródka ul. Chlebowa Śródka Zawady,
465.0,3,97.42,2,Poznań Wilda ul. Umińskiego, drugie piÄ™tro 
285.0,3,62.5,10,Poznań ul. Os. Rusa,
363.0,2,46.5,4,Poznań Grunwald ul. Wojskowa,
279.0,2,48.2,2,Poznań Łazarz ul. Chociszewskiego, drugie piÄ™tro 
168.0,1,30.0,8,Poznań Rataje Centrum Śródka ul. Bohaterów Ii Wojny Światowej Oś.,
950.0,5,161.3,4,Poznań Centrum ul. Podgórna,
188.5,1,28.64,1,Poznań Grunwald ul. Matejki,
263.117,2,45.68,2,Poznań Nowe Miasto ul. Smolna 13 D, drugie piÄ™tro 
180.0,1,31.0,1,Poznań Rataje ul. Czecha,
456.0,2,56.9,1,Poznań Stare Miasto ul. Garbary,
339.0,3,58.0,1,Poznań Winogrady ul. Strzeszynska Winogrady Podolany Jezyc,
219.857,2,36.34,1,Poznań Winogrady ul. Hawelańska,
184.0,2,40.93,3,Poznań Łazarz ul. Małeckiego, trzecie
279.0,3,48.0,4,Poznań Rataje ul. Os. Bohaterów Ii Wojny Światowej 3pokoje,
462.392,4,81.7,2,Poznań Grunwald ul. Kamiennogórska, drugie piÄ™tro 
245.0,2,49.0,3,Poznań Winogrady Piątkowo ul. Ul Piątkowska, trzecie
320.0,3,61.6,1,Poznań Rataje ul. Falista,
255.0,2,45.0,2,Poznań Jeżyce Centrum Ogrody ul. Strzałkowskiego, drugie piÄ™tro 
199.0,1,32.0,2,Poznań Malta Warszawskie ul. Pobiedziska, drugie piÄ™tro 
325.0,2,65.0,4,Poznań Winogrady,
450.0,2,45.0,2,Poznań Rataje, drugie piÄ™tro 
691.0139999999999,3,86.92,1,Poznań ul. Droga Dębińska 19,
193.0,2,38.0,1,Poznań ul. Pod Lipami,
393.0,3,68.01,3,Poznań Nowe Miasto ul. Ul. Milczańska 1, trzecie
650.0,5,159.0,1,Poznań Centrum Stare Miasto ul. Św. Marcin Ratajczaka 27 Grudnia,
370.0,4,71.0,1,Poznań Poznań-Jeżyce ul. Olecka,
175.0,1,29.0,4,Poznań Grunwald,
177.05900000000003,1,30.01,1,Poznań ul. Karpia 25,
723.18,4,106.34,2,Poznań Wilda ul. Św. Czesława, drugie piÄ™tro 
268.522,2,43.31,2,Poznań Winogrady ul. Hawelańska, drugie piÄ™tro 
120.0,2,48.0,1,Poznań Rataje,
3740.0,6,219.78,3,Poznań Centrum, trzecie
439.0,3,77.0,1,Poznań Stare Miasto,
249.0,2,48.0,3,Poznań Wilda ul. Azaliowa, trzecie
320.0,3,63.0,4,Poznań Rataje ul. Rusa,
199.0,3,47.0,4,Poznań Grunwald ul. Palacza,
200.0,1,26.0,1,Poznań Rataje,
160.0,1,29.0,1,Poznań Grunwald ul. Józefa Łukaszewicza,
249.791,2,44.25,3,Poznań Piątkowo ul. Mateckiego 4c Miejsce Parkingowe W Cenie, trzecie
189.0,1,33.0,1,Poznań Strzeszyn Podolany Winogrady ul. Juwenalisa,
920.0,5,190.0,2,Poznań Nowe Miasto Rataje Malta ul. Malta, drugie piÄ™tro 
399.0,3,73.9,4,Poznań Rataje ul. Św. Rocha,
396.077,3,64.34,5,Poznań Winogrady ul. Hawelańska,
254.0,4,74.78,1,Poznań Czapury,
750.0,4,130.87,3,Poznań Jeżyce ul. Słowackiego, trzecie
490.0,4,119.0,2,Poznań Łazarz, drugie piÄ™tro 
320.0,3,60.0,1,Poznań Grunwald ul. Okolica Namysłowskiej,
149.0,1,22.0,5,Poznań ul. Szpitalna,
298.0,3,48.0,4,Poznań Grunwald Górczyn ul. Skargi,
369.0,2,50.0,2,Poznań Naramowice ul. Naramowicka Howell, drugie piÄ™tro 
221.477,2,38.12,3,Poznań Nowe Miasto ul. Smolna 13 D, trzecie
420.0,4,100.0,3,Poznań Grunwald ul. Głogowska, trzecie
239.0,3,47.0,1,Poznań Rataje ul. Os.Armii Krajowej,
229.0,2,56.0,1,Poznań Wilda ul. Dopłata W Mdm,
145.0,1,23.0,1,Poznań Dębiec ul. Czeremchowa,
193.0,2,38.0,2,Poznań Winogrady ul. Os. Pod Lipami, drugie piÄ™tro 
350.0,3,64.3,9,Poznań Rataje ul. Os. Orła Białego,
120.0,1,25.2,1,Poznań Poznań-Stare Miasto ul. Winogrady,
300.0,3,62.9,4,Poznań Nowe Miasto Rataje ul. Osiedle Rusa,
350.0,2,50.0,1,Poznań Stare Miasto Naramowice ul. Karpia,
209.0,2,39.7,10,Poznań Górczyn ul. Kordeckiego Augustyna,
298.0,3,63.0,1,Poznań / Plewiska Ogródek ul. Grunwaldzka 606 Mdm,
195.0,1,31.0,5,Poznań Piątkowo ul. Stefana Batorego (Ataner),
339.0,2,40.0,1,Poznań Centrum ul. Centrum,
572.0,2,56.4,3,Poznań Grunwald Centrum ul. Wojskowa, trzecie
215.0,1,46.0,1,Poznań Grunwald Łazarz Wilda ul. Ul.Załęże,
396.115,4,68.77,4,Poznań Nowe Miasto ul. Smolna 13 D,
240.498,1,38.79,5,Poznań Piątkowo ul. Kurpińskiego,
498.0,4,98.0,1,Poznań Naramowice ul. Błażeja,
190.0,2,37.05,4,Poznań Stare Miasto Centrum ul. Św. Marcin,
209.044,2,35.98,1,Poznań Nowe Miasto ul. Smolna 13 D,
299.0,3,77.4,1,Poznań Grunwald Górczyn,
285.0,3,47.6,1,Poznań Stare Miasto ul. Os. Pod Lipami,
279.0,2,50.54,7,Poznań Jeżyce Lotnictwa Polskiego,
185.0,1,30.0,2,Poznań Grunwald Łazarz Centrum ul. Przybyszewskiego, drugie piÄ™tro 
250.0,2,49.7,3,Poznań Poznań-Grunwald ul. Józefa Chociszewskiego, trzecie
229.0,3,53.0,1,Poznań Dębiec Wilda Grunwald Rataje ul. Łozowa Ul.,
108.0,2,46.0,2,Poznań Nowe Miasto ul. Folwarczna, drugie piÄ™tro 
